time,node,10.1.1.1/24-10.1.1.2,10.1.1.1/24-10.1.4.1,10.1.2.1/24-10.1.1.2,10.1.2.1/24-10.1.4.1,10.1.2.2/24-10.1.1.2,10.1.2.2/24-10.1.4.1,10.1.3.1/24-10.1.1.2,10.1.3.1/24-10.1.4.1,10.1.3.2/24-10.1.1.2,10.1.3.2/24-10.1.4.1,10.1.4.2/24-10.1.1.2,10.1.4.2/24-10.1.4.1,10.1.5.1/24-10.1.1.2,10.1.5.1/24-10.1.4.1,10.1.5.2/24-10.1.1.2,10.1.5.2/24-10.1.4.1,10.1.6.1/24-10.1.1.2,10.1.6.1/24-10.1.4.1,10.1.6.2/24-10.1.1.2,10.1.6.2/24-10.1.4.1,10.1.7.1/24-10.1.1.2,10.1.7.1/24-10.1.4.1,10.1.7.2/24-10.1.1.2,10.1.7.2/24-10.1.4.1,10.1.9.1/24-10.1.1.2,10.1.9.1/24-10.1.4.1,10.1.9.2/24-10.1.1.2,10.1.9.2/24-10.1.4.1
16.2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.67292e-23,1,0.5,0.5,0.5,0.5
16.4,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.68044e-26,1,0.5,0.5,0.5,0.5
16.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.250132,0.749868,0.5,0.5,0.5,0.5
16.8,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.250132,0.749868,0.5,0.5,0.5,0.5
17,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0125066,0.987493,0.5,0.5,0.5,0.5
17.2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.000625329,0.999375,0.5,0.5,0.5,0.5
17.4,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.000625329,0.999375,0.5,0.5,0.5,0.5
17.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.12664e-05,0.999969,0.5,0.5,0.5,0.5
17.8,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.450863,0.549137,0.5,0.5,0.5,0.5
18,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.450863,0.549137,0.5,0.5,0.5,0.5
18.2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.450863,0.549137,0.5,0.5,0.5,0.5
18.4,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.266555,0.733445,0.5,0.5,0.5,0.5
18.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.266555,0.733445,0.5,0.5,0.5,0.5
18.8,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0133278,0.986672,0.5,0.5,0.5,0.5
19,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.000666388,0.999334,0.5,0.5,0.5,0.5
19.2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.000666388,0.999334,0.5,0.5,0.5,0.5
19.4,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.33194e-05,0.999967,0.5,0.5,0.5,0.5
19.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.778075,0.221925,0.5,0.5,0.5,0.5
19.8,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.778075,0.221925,0.5,0.5,0.5,0.5
